Customer Name,City,State,Days to Ship,Product Name,Actual Discount,Sales,Profit,Quantity,Order Day of Week,Order Day of Year,Order Year,Ship Day of Week,Ship Day of Year,Ship Year
314,749,40,4,52,0.0,89,36,3,6,222,2014,3,226,2014
217,285,96,5,871,0.0,107,23,9,6,222,2014,4,227,2014
158,475,5,4,316,0.0,292,125,6,6,222,2014,3,226,2014
158,475,5,4,1648,0.0,34,3,3,6,222,2014,3,226,2014
158,475,5,4,722,5.2,52,-2,1,6,222,2014,3,226,2014
158,475,5,4,1489,0.0,245,20,3,6,222,2014,3,226,2014
158,475,5,4,416,96.6,644,-61,4,6,222,2014,3,226,2014
290,279,81,6,817,0.0,1081,65,3,6,222,2014,5,228,2014
138,629,17,4,1790,0.0,224,72,5,0,223,2014,4,227,2014
165,161,87,2,144,17.85,119,14,1,0,223,2014,2,225,2014
607,838,87,4,446,0.0,14,3,2,0,223,2014,4,227,2014
709,92,41,4,1289,0.0,34,16,3,0,223,2014,4,227,2014
709,92,41,4,171,0.0,96,33,7,0,223,2014,4,227,2014
709,92,41,4,1573,0.0,674,303,4,0,223,2014,4,227,2014
687,219,81,2,1528,0.0,74,29,3,0,223,2014,2,225,2014
199,137,20,4,300,0.0,170,26,3,0,223,2014,4,227,2014
199,137,20,4,1514,0.0,1282,500,5,0,223,2014,4,227,2014
252,264,59,7,317,0.0,244,71,5,0,223,2014,0,230,2014
101,102,15,5,1617,4.2,42,7,7,1,224,2014,6,229,2014
258,377,104,4,739,0.0,60,27,3,2,225,2014,6,229,2014
599,594,61,6,1767,0.0,21,5,2,3,226,2014,2,232,2014
732,283,41,5,1761,0.0,108,41,2,3,226,2014,1,231,2014
654,145,5,6,1735,6.3,63,8,3,3,226,2014,2,232,2014
137,271,77,2,431,0.0,86,39,3,3,226,2014,5,228,2014
137,271,77,2,559,0.0,62,29,3,3,226,2014,5,228,2014
137,271,77,2,144,53.4,356,42,3,3,226,2014,5,228,2014
352,25,4,2,366,0.0,828,406,2,3,226,2014,5,228,2014
352,25,4,2,395,0.0,284,17,7,3,226,2014,5,228,2014
352,25,4,2,1595,216.4,541,-298,7,3,226,2014,5,228,2014
663,531,41,1,549,8.1,81,36,2,3,226,2014,4,227,2014
99,607,5,3,764,0.0,79,39,3,4,227,2014,0,230,2014
83,422,114,5,285,0.0,191,32,7,4,227,2014,2,232,2014
83,422,114,5,1532,0.0,183,47,7,4,227,2014,2,232,2014
83,422,114,5,405,0.0,49,22,2,4,227,2014,2,232,2014
83,422,114,5,27,0.0,28,2,2,4,227,2014,2,232,2014
247,520,41,7,176,0.0,35,13,5,4,227,2014,4,234,2014
412,686,59,4,830,134.5,1345,329,3,4,227,2014,1,231,2014
412,686,59,4,1166,0.0,69,1,1,4,227,2014,1,231,2014
149,983,126,4,1530,0.0,190,95,7,4,227,2014,1,231,2014
149,983,126,4,1777,0.0,245,88,5,4,227,2014,1,231,2014
149,983,126,4,1691,0.0,47,4,1,4,227,2014,1,231,2014
149,983,126,4,461,0.0,364,142,2,4,227,2014,1,231,2014
683,197,93,6,293,0.0,278,72,6,4,227,2014,3,233,2014
683,197,93,6,1262,0.0,6,3,1,4,227,2014,3,233,2014
683,197,93,6,816,0.0,1075,516,3,4,227,2014,3,233,2014
457,996,126,6,1229,0.0,97,24,2,4,227,2014,3,233,2014
457,996,126,6,1497,0.0,140,68,5,4,227,2014,3,233,2014
457,996,126,6,685,0.0,1361,462,8,4,227,2014,3,233,2014
43,995,113,4,166,3.5,7,-1,1,5,228,2014,2,232,2014
209,576,87,7,727,0.0,249,87,7,5,228,2014,5,235,2014
716,531,41,4,1628,13.2,132,34,3,5,228,2014,2,232,2014
763,29,80,3,600,53.0,265,26,6,5,228,2014,1,231,2014
763,29,80,3,886,160.0,320,-26,2,5,228,2014,1,231,2014
763,29,80,3,1564,119.5,239,-29,2,5,228,2014,1,231,2014
178,901,43,5,540,0.0,156,0,3,6,229,2014,4,234,2014
178,901,43,5,705,0.0,56,26,3,6,229,2014,4,234,2014
178,901,43,5,1593,0.0,382,4,3,6,229,2014,4,234,2014
8,986,68,5,926,0.0,11,2,1,6,229,2014,4,234,2014
8,986,68,5,1245,0.0,12,2,2,6,229,2014,4,234,2014
753,503,41,5,284,0.0,76,21,3,6,229,2014,4,234,2014
753,503,41,5,4,0.0,64,27,5,6,229,2014,4,234,2014
753,503,41,5,1764,0.0,88,19,3,6,229,2014,4,234,2014
66,102,15,6,1537,4.1,41,-3,1,6,229,2014,5,235,2014
66,102,15,6,58,9.2,92,-1,4,6,229,2014,5,235,2014
598,309,78,5,577,0.0,201,62,4,0,230,2014,5,235,2014
598,309,78,5,1532,0.0,87,10,3,0,230,2014,5,235,2014
598,309,78,5,1506,0.0,94,38,3,0,230,2014,5,235,2014
232,102,15,5,1303,225.6,1128,-127,3,0,230,2014,5,235,2014
539,477,21,2,1766,0.0,57,17,2,1,231,2014,3,233,2014
539,477,21,2,1573,107.55,717,253,5,1,231,2014,3,233,2014
537,603,74,1,1348,55.9,559,118,2,1,231,2014,2,232,2014
734,269,81,4,842,20.1,201,63,3,1,231,2014,5,235,2014
346,962,9,4,1286,0.0,85,35,5,1,231,2014,5,235,2014
346,962,9,4,1382,38.9,389,-13,7,1,231,2014,5,235,2014
525,217,41,4,851,0.0,3315,961,7,3,233,2014,0,237,2014
525,217,41,4,1142,0.0,632,57,9,3,233,2014,0,237,2014
525,217,41,4,1484,0.0,123,50,3,3,233,2014,0,237,2014
532,724,108,2,1722,26.0,65,6,7,3,233,2014,5,235,2014
659,456,81,5,557,0.0,25,11,1,4,234,2014,2,239,2014
659,456,81,5,1465,0.0,137,46,1,4,234,2014,2,239,2014
663,476,59,3,1807,0.0,35,5,2,4,234,2014,0,237,2014
0,136,79,0,977,10.0,20,-17,3,4,234,2014,4,234,2014
0,136,79,0,467,41.5,83,-48,2,4,234,2014,4,234,2014
60,719,86,7,720,43.5,87,-42,3,4,234,2014,4,241,2014
60,719,86,7,1581,89.5,179,-61,1,4,234,2014,4,241,2014
691,719,86,4,1480,15.0,30,-17,2,4,234,2014,1,238,2014
735,361,13,6,321,0.0,546,114,6,5,235,2014,4,241,2014
63,102,15,6,78,11.8,118,27,3,5,235,2014,4,241,2014
63,102,15,6,271,411.75,915,-599,5,5,235,2014,4,241,2014
63,102,15,6,1669,69.2,692,-15,3,5,235,2014,4,241,2014
360,369,59,4,376,131.0,1310,73,4,6,236,2014,3,240,2014
360,369,59,4,1640,0.0,45,0,2,6,236,2014,3,240,2014
519,152,41,4,43,0.0,78,5,7,6,236,2014,3,240,2014
199,126,59,6,221,0.0,87,36,5,6,236,2014,5,242,2014
360,528,59,4,1408,25.4,254,20,6,6,236,2014,3,240,2014
405,394,81,5,1064,0.0,102,16,3,6,236,2014,4,241,2014
440,884,61,2,945,140.4,234,-229,7,6,236,2014,1,238,2014
440,884,61,2,1781,4.5,9,0,4,6,236,2014,1,238,2014
440,884,61,2,636,41.0,82,-2,4,6,236,2014,1,238,2014
213,531,41,6,202,33.8,338,-8,7,6,236,2014,5,242,2014
213,531,41,6,215,13.2,132,-7,5,6,236,2014,5,242,2014
213,531,41,6,295,17.1,171,-10,4,6,236,2014,5,242,2014
213,531,41,6,68,15.2,152,10,9,6,236,2014,5,242,2014
213,531,41,6,722,20.7,207,-7,4,6,236,2014,5,242,2014
213,531,41,6,630,12.7,127,13,3,6,236,2014,5,242,2014
213,531,41,6,1160,22.3,223,5,1,6,236,2014,5,242,2014
14,603,74,4,380,0.0,371,41,3,0,237,2014,4,241,2014
14,603,74,4,446,0.0,27,6,4,0,237,2014,4,241,2014
14,603,74,4,992,0.0,37,11,5,0,237,2014,4,241,2014
49,114,81,5,367,185.7,1857,640,5,0,237,2014,5,242,2014
49,114,81,5,1543,45.4,454,66,3,0,237,2014,5,242,2014
49,114,81,5,1550,40.5,405,90,3,0,237,2014,5,242,2014
49,114,81,5,1053,142.0,1420,631,3,0,237,2014,5,242,2014
49,114,81,5,296,0.0,99,33,2,0,237,2014,5,242,2014
49,114,81,5,1112,0.0,99,10,2,0,237,2014,5,242,2014
49,114,81,5,678,0.0,512,205,2,0,237,2014,5,242,2014
49,114,81,5,1197,0.0,867,139,6,0,237,2014,5,242,2014
49,114,81,5,1467,0.0,1917,134,3,0,237,2014,5,242,2014
189,608,32,2,434,0.0,95,30,7,0,237,2014,2,239,2014
711,741,40,2,2,0.0,151,29,5,0,237,2014,2,239,2014
711,741,40,2,1078,0.0,139,36,3,0,237,2014,2,239,2014
67,899,5,2,1749,0.0,104,29,2,0,237,2014,2,239,2014
692,501,45,4,162,8.5,17,-5,3,0,237,2014,4,241,2014
692,501,45,4,777,15.5,31,-17,2,0,237,2014,4,241,2014
155,871,101,4,1642,44.5,89,-30,7,0,237,2014,4,241,2014
155,871,101,4,1511,31.5,63,-38,7,0,237,2014,4,241,2014
155,871,101,4,723,29.0,58,-30,2,0,237,2014,4,241,2014
155,871,101,4,618,43.5,87,-78,6,0,237,2014,4,241,2014
155,871,101,4,139,91.5,183,-128,5,0,237,2014,4,241,2014
308,371,121,4,338,76.5,153,-52,4,0,237,2014,4,241,2014
459,576,87,4,1648,0.0,11,1,1,1,238,2014,5,242,2014
132,744,21,4,317,0.0,98,28,2,1,238,2014,5,242,2014
132,744,21,4,1786,0.0,27,8,4,1,238,2014,5,242,2014
132,744,21,4,1620,26.7,267,41,6,1,238,2014,5,242,2014
132,744,21,4,1627,13.1,131,4,3,1,238,2014,5,242,2014
132,744,21,4,618,0.0,218,9,8,1,238,2014,5,242,2014
617,912,28,6,737,0.0,99,12,4,3,240,2014,2,246,2014
689,757,62,1,1778,0.0,49,5,1,3,240,2014,4,241,2014
467,29,80,4,1642,25.5,51,-17,4,3,240,2014,0,244,2014
217,597,59,3,297,0.0,107,27,2,4,241,2014,0,244,2014
217,597,59,3,468,93.75,625,29,9,4,241,2014,0,244,2014
516,694,110,4,1180,0.0,492,187,2,4,241,2014,1,245,2014
503,582,3,7,1005,0.0,373,30,3,5,242,2014,5,249,2014
503,582,3,7,1535,0.0,37,10,3,5,242,2014,5,249,2014
503,582,3,7,1535,0.0,37,10,3,5,242,2014,5,249,2014
503,582,3,7,111,0.0,34,9,2,5,242,2014,5,249,2014
503,582,3,7,596,0.0,594,291,3,5,242,2014,5,249,2014
503,582,3,7,725,0.0,113,28,2,5,242,2014,5,249,2014
503,582,3,7,1381,0.0,62,25,1,5,242,2014,5,249,2014
503,582,3,7,462,0.0,910,200,5,5,242,2014,5,249,2014
503,582,3,7,1465,0.0,1640,558,12,5,242,2014,5,249,2014
40,933,119,2,142,0.0,719,273,11,5,242,2014,0,244,2014
477,279,81,5,28,0.0,42,16,3,5,242,2014,3,247,2014
777,258,41,6,1436,0.0,876,228,2,5,242,2014,4,248,2014
658,531,41,1,1455,34.2,342,141,5,5,242,2014,6,243,2014
233,164,25,5,215,0.0,88,4,3,5,242,2014,3,247,2014
233,164,25,5,176,0.0,14,5,2,5,242,2014,3,247,2014
233,164,25,5,580,60.8,152,-97,2,5,242,2014,3,247,2014
233,164,25,5,1366,102.0,255,-98,3,5,242,2014,3,247,2014
233,164,25,5,1507,0.0,221,35,4,5,242,2014,3,247,2014
233,164,25,5,1508,0.0,284,48,5,5,242,2014,3,247,2014
233,164,25,5,896,0.0,1166,58,8,5,242,2014,3,247,2014
424,903,9,5,1236,26.4,264,18,5,5,242,2014,3,247,2014
419,805,26,3,1365,139.3,1393,-140,11,5,242,2014,1,245,2014
73,277,38,5,822,21.5,43,-25,2,5,242,2014,3,247,2014
73,277,38,5,975,23.0,46,0,3,5,242,2014,3,247,2014
388,65,41,0,1262,0.0,25,12,4,6,243,2014,6,243,2014
495,933,119,2,1594,0.0,257,72,2,6,243,2014,1,245,2014
726,658,14,3,1127,977.9,2794,516,5,6,243,2014,2,246,2014
726,658,14,3,115,0.0,43,19,6,6,243,2014,2,246,2014
349,305,114,5,1678,0.0,318,22,9,6,243,2014,4,248,2014
677,125,81,6,87,0.0,153,70,11,6,243,2014,5,249,2014
328,496,59,3,413,284.1,1894,-111,7,6,243,2014,2,246,2014
241,958,59,2,177,0.0,45,15,5,0,244,2014,2,246,2014
223,792,7,2,553,0.0,54,14,3,0,244,2014,2,246,2014
223,792,7,2,1222,243.3,1622,324,3,0,244,2014,2,246,2014
1,589,59,3,162,0.0,23,8,2,0,244,2014,3,247,2014
556,847,103,4,1700,8.5,17,-14,3,0,244,2014,4,248,2014
556,847,103,4,1170,50.0,100,-64,2,0,244,2014,4,248,2014
460,156,92,5,323,0.0,188,75,3,1,245,2014,6,250,2014
712,83,41,7,905,0.0,135,45,3,1,245,2014,1,252,2014
712,83,41,7,1632,0.0,298,71,6,1,245,2014,1,252,2014
712,83,41,7,586,0.0,80,8,5,1,245,2014,1,252,2014
712,83,41,7,140,0.0,136,68,2,1,245,2014,1,252,2014
299,686,59,4,510,76.6,766,315,7,1,245,2014,5,249,2014
299,686,59,4,401,0.0,61,30,2,1,245,2014,5,249,2014
299,686,59,4,1332,68.1,454,-75,2,1,245,2014,5,249,2014
121,821,67,4,14,0.0,204,59,4,2,246,2014,6,250,2014
121,821,67,4,595,142.8,357,54,3,2,246,2014,6,250,2014
394,611,108,2,370,0.0,251,120,2,2,246,2014,4,248,2014
394,611,108,2,1038,0.0,40,10,2,2,246,2014,4,248,2014
394,611,108,2,1487,0.0,79,10,1,2,246,2014,4,248,2014
633,854,9,3,1722,4.2,42,17,3,3,247,2014,6,250,2014
633,854,9,3,634,0.0,83,4,2,3,247,2014,6,250,2014
154,938,47,4,316,0.0,146,63,3,3,247,2014,0,251,2014
248,505,93,6,1239,0.0,37,12,3,3,247,2014,2,253,2014
737,362,39,3,463,0.0,183,16,2,3,247,2014,6,250,2014
221,531,41,3,1068,2.7,27,-2,2,3,247,2014,6,250,2014
179,29,80,4,274,51.5,103,-64,4,3,247,2014,0,251,2014
206,437,2,2,1768,0.0,76,35,6,4,248,2014,6,250,2014
206,437,2,2,118,0.0,570,279,12,4,248,2014,6,250,2014
206,437,2,2,1108,0.0,23,5,2,4,248,2014,6,250,2014
657,858,41,2,179,0.0,12,1,3,4,248,2014,6,250,2014
49,358,63,4,1565,0.0,956,124,4,4,248,2014,1,252,2014
267,358,63,2,372,0.0,1024,92,6,4,248,2014,6,250,2014
245,933,119,0,93,0.0,206,99,4,4,248,2014,4,248,2014
245,933,119,0,766,0.0,27,9,1,4,248,2014,4,248,2014
245,933,119,0,934,0.0,9,3,2,4,248,2014,4,248,2014
575,300,106,5,665,0.0,229,16,6,4,248,2014,2,253,2014
160,531,41,1,1544,75.0,750,92,5,5,249,2014,6,250,2014
160,531,41,1,302,1.7000000000000002,17,2,1,5,249,2014,6,250,2014
160,531,41,1,1526,6.3,63,6,3,5,249,2014,6,250,2014
446,122,5,3,382,22.1,221,37,2,5,249,2014,1,252,2014
446,122,5,3,1654,25.5,170,0,5,5,249,2014,1,252,2014
250,70,59,4,313,0.0,101,33,7,5,249,2014,2,253,2014
489,459,95,5,654,0.0,16,0,1,5,249,2014,3,254,2014
587,487,116,4,603,0.0,147,4,3,5,249,2014,2,253,2014
576,686,59,5,581,11.5,115,3,1,6,250,2014,4,255,2014
576,686,59,5,1153,0.0,232,35,5,6,250,2014,4,255,2014
230,531,41,2,451,5.5,55,22,7,6,250,2014,1,252,2014
230,531,41,2,720,26.0,260,46,5,6,250,2014,1,252,2014
68,165,61,3,96,0.0,16,4,1,6,250,2014,2,253,2014
172,371,121,4,1405,18.0,30,-18,3,6,250,2014,3,254,2014
713,352,41,7,222,0.0,97,17,2,0,251,2014,0,258,2014
440,363,41,5,22,0.0,40,18,4,0,251,2014,5,256,2014
440,363,41,5,1197,0.0,144,23,1,0,251,2014,5,256,2014
627,509,59,4,260,0.0,777,365,3,0,251,2014,4,255,2014
297,358,63,5,313,0.0,14,5,1,0,251,2014,5,256,2014
397,816,1,2,440,0.0,184,39,13,0,251,2014,2,253,2014
661,392,14,5,1628,4.4,44,11,1,0,251,2014,5,256,2014
243,904,81,4,1552,13.3,133,-4,1,1,252,2014,5,256,2014
549,232,77,5,267,420.35,1201,-148,2,2,253,2014,0,258,2014
549,232,77,5,334,50.5,505,45,1,2,253,2014,0,258,2014
681,552,70,4,975,0.0,152,76,5,3,254,2014,0,258,2014
226,625,14,7,22,0.0,10,5,1,3,254,2014,3,261,2014
226,625,14,7,1780,0.0,12,4,2,3,254,2014,3,261,2014
226,625,14,7,1720,10.7,107,44,7,3,254,2014,3,261,2014
226,625,14,7,1747,73.5,735,-33,4,3,254,2014,3,261,2014
414,301,14,2,441,0.0,492,197,10,3,254,2014,5,256,2014
414,301,14,2,1208,0.0,1001,280,6,3,254,2014,5,256,2014
110,155,78,1,221,0.0,70,29,4,3,254,2014,4,255,2014
110,155,78,1,19,0.0,35,18,5,3,254,2014,4,255,2014
110,155,78,1,38,0.0,52,11,5,3,254,2014,4,255,2014
734,367,96,5,1221,0.0,683,198,5,3,254,2014,1,259,2014
511,257,83,4,518,362.0,724,-217,4,3,254,2014,0,258,2014
511,257,83,4,880,90.0,180,-54,2,3,254,2014,0,258,2014
199,789,84,5,1148,0.0,207,33,2,4,255,2014,2,260,2014
734,503,41,4,182,0.0,14,6,3,4,255,2014,1,259,2014
734,503,41,4,1476,0.0,339,129,7,4,255,2014,1,259,2014
345,907,113,2,532,34.0,170,-4,5,5,256,2014,0,258,2014
596,158,77,3,1518,0.0,51,15,1,5,256,2014,1,259,2014
737,804,30,5,1646,0.0,30,15,3,5,256,2014,3,261,2014
737,804,30,5,145,49.7,497,-28,4,5,256,2014,3,261,2014
236,991,81,4,1009,46.0,460,-21,3,5,256,2014,2,260,2014
236,991,81,4,1230,7.8,78,30,2,5,256,2014,2,260,2014
236,991,81,4,707,62.0,620,21,5,5,256,2014,2,260,2014
653,76,4,2,1620,23.6,59,-16,2,5,256,2014,0,258,2014
653,76,4,2,345,0.0,637,261,2,5,256,2014,0,258,2014
226,181,98,4,736,0.0,41,7,3,6,257,2014,3,261,2014
12,631,75,4,1311,0.0,446,0,5,6,257,2014,3,261,2014
12,631,75,4,193,0.0,21,4,2,6,257,2014,3,261,2014
185,494,84,6,1537,34.0,68,-64,3,6,257,2014,5,263,2014
715,236,41,2,78,82.5,275,4,9,6,257,2014,1,259,2014
456,821,67,4,296,0.0,248,82,5,0,258,2014,4,262,2014
456,821,67,4,430,0.0,182,84,6,0,258,2014,4,262,2014
456,821,67,4,1213,35.2,88,-41,2,0,258,2014,4,262,2014
439,89,14,7,904,42.9,429,57,10,0,258,2014,0,265,2014
391,757,62,7,993,0.0,36,6,4,2,260,2014,2,267,2014
391,757,62,7,1149,0.0,176,79,6,2,260,2014,2,267,2014
209,934,81,6,1530,0.0,163,81,6,3,261,2014,2,267,2014
209,934,81,6,158,0.0,113,0,4,3,261,2014,2,267,2014
209,934,81,6,1614,0.0,52,16,5,3,261,2014,2,267,2014
209,934,81,6,722,5.2,52,-2,1,3,261,2014,2,267,2014
209,934,81,6,647,0.0,129,46,3,3,261,2014,2,267,2014
209,934,81,6,1672,0.0,554,105,5,3,261,2014,2,267,2014
209,934,81,6,136,0.0,228,48,3,3,261,2014,2,267,2014
461,326,108,2,1648,0.0,34,3,3,3,261,2014,5,263,2014
461,326,108,2,16,0.0,12,0,2,3,261,2014,5,263,2014
461,326,108,2,1100,321.6,804,-496,5,3,261,2014,5,263,2014
738,0,81,0,770,0.0,128,0,6,3,261,2014,3,261,2014
556,766,78,0,981,0.0,30,3,2,3,261,2014,3,261,2014
556,766,78,0,1789,0.0,225,67,5,3,261,2014,3,261,2014
556,766,78,0,1364,6.2,62,1,3,3,261,2014,3,261,2014
556,766,78,0,135,63.9,426,0,3,3,261,2014,3,261,2014
224,310,59,5,828,90.0,900,-10,2,3,261,2014,1,266,2014
366,269,81,5,1443,71.3,713,40,4,4,262,2014,2,267,2014
366,269,81,5,1126,586.6,1676,206,6,4,262,2014,2,267,2014
366,269,81,5,356,0.0,1141,239,3,4,262,2014,2,267,2014
736,857,122,7,706,0.0,412,165,3,4,262,2014,4,269,2014
619,861,5,3,85,0.0,51,12,3,5,263,2014,1,266,2014
619,861,5,3,220,0.0,31,10,2,5,263,2014,1,266,2014
619,861,5,3,1611,35.5,355,-4,2,5,263,2014,1,266,2014
411,570,41,0,1798,0.0,27,4,2,5,263,2014,5,263,2014
411,570,41,0,894,0.0,297,133,2,5,263,2014,5,263,2014
249,915,114,5,1417,0.0,2769,28,6,6,264,2014,4,269,2014
249,915,114,5,500,0.0,2146,365,4,6,264,2014,4,269,2014
609,650,59,7,1417,83.1,831,-83,2,6,264,2014,6,271,2014
609,650,59,7,1685,0.0,29,14,2,6,264,2014,6,271,2014
769,531,41,2,984,4.3,43,-1,3,6,264,2014,1,266,2014
769,531,41,2,34,4.3,43,11,3,6,264,2014,1,266,2014
769,531,41,2,1091,167.7,1677,522,6,6,264,2014,1,266,2014
769,531,41,2,1223,344.2,3442,38,6,6,264,2014,1,266,2014
425,566,59,5,519,98.5,985,142,3,6,264,2014,4,269,2014
339,119,59,4,1276,0.0,198,99,10,6,264,2014,3,268,2014
423,312,77,4,1589,0.0,40,7,3,6,264,2014,3,268,2014
16,681,98,5,1284,0.0,45,18,3,0,265,2014,5,270,2014
16,681,98,5,1147,0.0,315,129,3,0,265,2014,5,270,2014
16,681,98,5,147,196.8,492,-254,6,0,265,2014,5,270,2014
227,114,81,3,241,0.0,126,42,3,0,265,2014,3,268,2014
471,109,41,4,204,13.5,27,-8,1,0,265,2014,4,269,2014
471,109,41,4,1534,20.0,40,-22,7,0,265,2014,4,269,2014
327,100,81,2,1728,0.0,123,16,3,0,265,2014,2,267,2014
327,100,81,2,1120,0.0,53,6,2,0,265,2014,2,267,2014
327,100,81,2,1170,0.0,200,36,2,0,265,2014,2,267,2014
663,330,59,0,1499,0.0,48,12,2,0,265,2014,0,265,2014
663,330,59,0,1457,18.75,125,40,2,0,265,2014,0,265,2014
69,109,41,4,1612,8.0,16,-6,3,0,265,2014,4,269,2014
346,907,113,2,1311,134.0,268,-268,6,1,266,2014,3,268,2014
346,907,113,2,1422,62.5,125,-58,3,1,266,2014,3,268,2014
346,907,113,2,1636,7.5,15,-4,2,1,266,2014,3,268,2014
346,907,113,2,1646,5.0,10,0,2,1,266,2014,3,268,2014
346,907,113,2,1372,211.5,423,-364,4,1,266,2014,3,268,2014
346,907,113,2,1619,24.5,49,-20,2,1,266,2014,3,268,2014
346,907,113,2,357,94.5,189,-155,1,1,266,2014,3,268,2014
346,907,113,2,1356,133.0,266,-133,2,1,266,2014,3,268,2014
109,108,41,5,986,0.0,159,73,3,1,266,2014,6,271,2014
109,108,41,5,1358,0.0,354,174,3,1,266,2014,6,271,2014
276,822,2,4,354,0.0,285,6,2,1,266,2014,5,270,2014
604,102,15,4,309,13.6,136,9,5,3,268,2014,0,272,2014
688,404,39,5,166,0.0,146,67,11,3,268,2014,1,273,2014
688,404,39,5,641,0.0,130,34,4,3,268,2014,1,273,2014
382,593,67,4,1389,0.0,219,15,5,3,268,2014,0,272,2014
382,593,67,4,202,0.0,269,21,5,3,268,2014,0,272,2014
382,593,67,4,1661,117.6,294,-64,3,3,268,2014,0,272,2014
790,989,88,6,1528,0.0,98,39,4,3,268,2014,2,274,2014
790,989,88,6,1635,0.0,44,9,3,3,268,2014,2,274,2014
790,989,88,6,1341,0.0,302,6,6,3,268,2014,2,274,2014
96,398,81,6,216,0.0,91,31,3,4,269,2014,3,275,2014
96,398,81,6,1123,0.0,92,15,4,4,269,2014,3,275,2014
96,398,81,6,868,0.0,14,4,3,4,269,2014,3,275,2014
321,847,103,5,1437,111.5,223,-112,3,4,269,2014,2,274,2014
321,847,103,5,1702,10.0,20,-4,3,4,269,2014,2,274,2014
321,847,103,5,895,260.0,520,-396,7,4,269,2014,2,274,2014
133,306,81,4,748,0.0,167,20,4,5,270,2014,2,274,2014
630,210,7,2,508,37.1,371,87,1,5,270,2014,0,272,2014
630,210,7,2,1388,0.0,88,27,2,5,270,2014,0,272,2014
630,210,7,2,755,0.0,30,12,3,5,270,2014,0,272,2014
630,210,7,2,867,0.0,14,6,2,5,270,2014,0,272,2014
523,764,101,7,1012,182.5,365,-124,2,5,270,2014,5,277,2014
246,198,41,2,1533,0.0,56,13,5,6,271,2014,1,273,2014
246,198,41,2,1778,0.0,493,54,10,6,271,2014,1,273,2014
246,198,41,2,112,0.0,59,20,4,6,271,2014,1,273,2014
246,198,41,2,765,0.0,89,1,3,6,271,2014,1,273,2014
246,198,41,2,190,0.0,33,8,3,6,271,2014,1,273,2014
246,198,41,2,1490,0.0,42,7,2,6,271,2014,1,273,2014
467,712,59,6,947,43.5,435,87,3,6,271,2014,5,277,2014
467,712,59,6,299,0.0,165,30,3,6,271,2014,5,277,2014
467,712,59,6,1697,0.0,114,40,7,6,271,2014,5,277,2014
184,286,9,4,1269,22.2,222,81,3,6,271,2014,3,275,2014
184,286,9,4,1578,0.0,837,419,7,6,271,2014,3,275,2014
111,381,81,4,1722,2.8,28,11,2,6,271,2014,3,275,2014
484,757,62,5,1637,0.0,48,18,3,6,271,2014,4,276,2014
463,933,119,4,1492,0.0,68,26,4,0,272,2014,4,276,2014
463,933,119,4,1619,0.0,98,29,2,0,272,2014,4,276,2014
559,897,46,6,12,0.0,152,17,3,0,272,2014,6,278,2014
429,686,59,4,1436,197.2,1972,350,5,0,272,2014,4,276,2014
470,625,14,4,521,97.8,978,11,3,0,272,2014,4,276,2014
470,625,14,4,1551,26.8,268,30,2,0,272,2014,4,276,2014
470,625,14,4,940,0.0,78,35,7,0,272,2014,4,276,2014
470,625,14,4,1152,0.0,147,19,5,0,272,2014,4,276,2014
772,638,59,0,620,0.0,72,10,3,0,272,2014,0,272,2014
772,638,59,0,415,170.4,1136,-54,7,0,272,2014,0,272,2014
500,996,126,2,289,0.0,60,25,5,0,272,2014,2,274,2014
377,829,64,4,1581,89.5,179,-61,1,0,272,2014,4,276,2014
377,829,64,4,1665,56.0,112,-94,3,0,272,2014,4,276,2014
685,842,101,2,354,107.0,214,-205,3,0,272,2014,2,274,2014
648,933,119,5,309,0.0,181,29,6,1,273,2014,6,278,2014
648,933,119,5,626,0.0,90,43,4,1,273,2014,6,278,2014
39,494,84,2,324,43.2,72,-103,3,1,273,2014,3,275,2014
39,494,84,2,169,85.5,171,-130,7,1,273,2014,3,275,2014
39,494,84,2,1775,109.0,218,-87,9,1,273,2014,3,275,2014
527,126,59,0,158,0.0,28,0,1,1,273,2014,1,273,2014
527,126,59,0,1354,302.55,2017,0,9,1,273,2014,1,273,2014
527,126,59,0,148,162.3,1082,89,2,1,273,2014,1,273,2014
132,667,115,7,1414,29.8,149,33,3,3,275,2014,3,282,2014
132,667,115,7,801,0.0,1200,480,4,3,275,2014,3,282,2014
633,122,5,6,1002,185.3,1853,576,5,3,275,2014,2,281,2014
269,277,38,2,1115,50.0,100,-90,5,3,275,2014,5,277,2014
269,277,38,2,1711,17.0,34,-9,7,3,275,2014,5,277,2014
234,156,92,4,208,0.0,81,27,4,3,275,2014,0,279,2014
234,156,92,4,314,0.0,108,18,7,3,275,2014,0,279,2014
234,156,92,4,6,0.0,67,27,5,3,275,2014,0,279,2014
234,156,92,4,1707,0.0,62,19,4,3,275,2014,0,279,2014
234,156,92,4,1625,0.0,57,14,5,3,275,2014,0,279,2014
234,156,92,4,688,367.2,918,-398,9,3,275,2014,0,279,2014
234,156,92,4,1189,38.8,97,-29,2,3,275,2014,0,279,2014
407,511,59,5,1161,0.0,88,18,3,4,276,2014,2,281,2014
363,896,88,7,83,0.0,40,19,2,5,277,2014,5,284,2014
363,896,88,7,210,0.0,79,2,3,5,277,2014,5,284,2014
239,576,87,6,456,320.25,915,-99,3,6,278,2014,5,284,2014
